A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,label
-0.46667,-0.20000,-0.33333,-0.46667,-0.60000,-0.20000,0.20000,-0.60000,0.06667,0.46667,0.20000,-0.20000,-0.73333,0.20000,-0.20000,-0.33333,26
-0.46667,0.06667,-0.20000,-0.20000,-0.33333,-0.60000,0.06667,-0.73333,-0.20000,0.33333,0.33333,0.46667,-0.60000,0.06667,-0.60000,-0.20000,11
-0.73333,-0.06667,-0.46667,-0.33333,-0.73333,0.46667,-0.60000,-0.60000,-0.73333,0.33333,-0.73333,0.20000,-0.73333,-0.20000,-0.73333,0.06667,1
-0.60000,-0.33333,-0.60000,-0.20000,-0.60000,0.06667,0.06667,-0.33333,-0.73333,0.06667,0.06667,0.46667,-0.73333,0.20000,-0.33333,0.06667,17
-0.73333,-0.46667,-0.60000,-0.73333,-0.73333,-0.20000,-0.06667,-0.33333,-0.20000,0.20000,-0.06667,0.33333,-0.86667,0.06667,-0.46667,0.20000,7
-0.33333,-0.06667,-0.06667,-0.20000,-0.20000,-0.33333,-0.20000,-0.46667,-0.33333,-0.06667,-0.20000,0.46667,-0.46667,0.33333,-0.06667,0.33333,3
-0.73333,0.06667,-0.60000,-0.20000,-0.73333,0.06667,-0.06667,-1.00000,-0.06667,0.73333,-0.20000,0.20000,-1.00000,0.06667,-0.86667,0.06667,9
-0.46667,-0.33333,-0.33333,-0.33333,-0.73333,0.06667,-0.33333,0.06667,0.06667,-0.20000,-0.46667,0.06667,-0.60000,0.06667,-0.46667,0.06667,17
-0.46667,0.20000,-0.46667,-0.06667,-0.73333,-0.60000,-0.06667,-0.06667,-0.60000,-0.06667,-0.06667,0.60000,-0.60000,0.06667,-0.60000,0.33333,11
-0.73333,0.06667,-0.60000,-0.20000,-0.73333,0.20000,-0.20000,-0.73333,-0.06667,0.60000,-0.60000,0.06667,-0.86667,-0.20000,-0.86667,-0.20000,10
-0.73333,0.46667,-1.00000,0.06667,-0.73333,-0.06667,-0.06667,-0.33333,-0.60000,-0.06667,-0.20000,0.06667,-1.00000,0.06667,-1.00000,0.06667,9
-0.73333,-0.20000,-0.46667,-0.46667,-0.33333,0.20000,0.06667,-0.46667,-0.46667,-0.06667,-0.20000,-0.20000,-0.60000,0.06667,-0.06667,-0.46667,4
-0.60000,0.33333,-0.46667,-0.06667,-0.60000,-0.20000,0.20000,0.46667,-0.33333,-0.06667,-0.33333,0.06667,-0.60000,0.06667,-0.33333,0.33333,18
-0.33333,-0.33333,-0.20000,0.06667,-0.46667,0.06667,-0.06667,0.60000,-0.73333,-0.20000,0.20000,0.06667,0.20000,-0.20000,-1.00000,0.06667,13
-0.86667,0.33333,-1.00000,-0.06667,-1.00000,-0.06667,-0.06667,-0.46667,-0.46667,-0.06667,-0.20000,0.06667,-1.00000,0.06667,-1.00000,0.06667,9
-0.46667,0.20000,-0.20000,-0.06667,-0.20000,-0.06667,-0.33333,-0.20000,-0.73333,-0.06667,-0.06667,0.06667,-0.20000,0.06667,-0.46667,0.06667,23
-0.60000,-0.33333,-0.33333,-0.60000,-0.60000,0.06667,-0.20000,-0.73333,-0.20000,0.33333,-0.33333,0.06667,-0.60000,-0.06667,-0.60000,0.06667,8
-0.46667,-0.06667,-0.20000,-0.33333,-0.46667,0.20000,-0.20000,-0.86667,-0.06667,0.46667,-0.46667,0.06667,-0.60000,0.06667,-0.46667,0.46667,5
-0.60000,-0.46667,-0.33333,-0.60000,-0.60000,0.20000,0.46667,-0.60000,-0.73333,-0.33333,0.20000,0.06667,-0.20000,0.46667,-0.86667,0.06667,23
-0.33333,0.06667,-0.06667,-0.20000,-0.60000,-0.33333,0.20000,-0.60000,0.20000,0.46667,-0.06667,-0.20000,-0.73333,-0.06667,-0.33333,-0.33333,19
-0.33333,0.06667,-0.20000,0.33333,-0.06667,-0.06667,0.33333,-0.46667,-0.73333,-0.20000,0.20000,0.46667,-0.60000,0.20000,-0.20000,0.06667,17
-0.46667,0.06667,-0.33333,-0.33333,-0.60000,-0.33333,0.46667,0.06667,-0.60000,-0.06667,-0.46667,0.06667,-0.60000,-0.06667,-0.20000,0.46667,18
-0.46667,0.20000,-0.46667,-0.46667,-0.73333,0.33333,-0.46667,-0.60000,-0.60000,0.46667,-0.20000,0.33333,-0.60000,0.33333,-0.46667,0.33333,12
-0.73333,-0.73333,-0.60000,-0.60000,-0.73333,0.06667,0.06667,-0.06667,-0.60000,-0.33333,-0.20000,0.33333,-0.73333,0.20000,-0.33333,0.33333,17
-0.33333,0.20000,-0.20000,-0.06667,-0.46667,0.20000,-0.46667,-0.06667,-0.20000,0.06667,-0.20000,-0.20000,-0.73333,-0.06667,-0.46667,-0.20000,10
-0.73333,-0.20000,-0.60000,-0.46667,-0.86667,-0.06667,-0.06667,-1.00000,-0.06667,0.73333,-0.20000,0.06667,-1.00000,0.06667,-0.86667,0.06667,9
-0.46667,-0.20000,-0.33333,-0.46667,-0.60000,-0.20000,0.06667,-0.20000,-0.20000,0.33333,0.06667,0.20000,-0.73333,0.06667,-0.46667,0.20000,7
-0.46667,-0.33333,-0.33333,-0.60000,-0.46667,0.06667,-0.20000,-0.20000,-0.46667,-0.06667,-0.06667,0.06667,0.06667,-0.33333,-0.73333,-0.06667,13
-0.60000,-0.60000,-0.46667,-0.46667,-0.86667,-0.06667,-0.06667,-0.46667,-0.46667,-0.06667,-0.20000,0.06667,-0.60000,0.06667,-0.46667,0.06667,24
-0.46667,-0.06667,-0.46667,-0.33333,-0.86667,-0.60000,0.60000,-0.46667,-0.33333,0.73333,0.46667,-0.33333,-0.86667,0.46667,-0.86667,-0.20000,25
-0.20000,0.46667,-0.06667,0.06667,-0.20000,-0.06667,-0.06667,0.73333,-0.86667,-0.20000,-0.20000,0.06667,-0.20000,0.06667,-1.00000,0.06667,14
-0.73333,-0.46667,-0.46667,-0.60000,-0.73333,0.06667,-0.06667,-0.46667,-0.20000,0.33333,-0.46667,-0.20000,-0.73333,0.06667,-0.60000,0.06667,4
-0.46667,-0.46667,-0.46667,-0.20000,-0.73333,-0.06667,-0.33333,0.86667,-0.33333,-0.06667,0.73333,0.06667,-0.60000,0.20000,-1.00000,0.06667,21
-0.86667,-0.60000,-0.73333,-0.73333,-0.86667,0.46667,-0.20000,-0.73333,-0.33333,0.46667,-0.46667,0.06667,-1.00000,-0.06667,-1.00000,-0.06667,10
-0.73333,-0.33333,-0.33333,-0.60000,-0.73333,-0.06667,0.06667,-0.73333,0.20000,0.60000,-0.20000,0.06667,-0.86667,0.20000,-0.33333,0.06667,26
-0.46667,0.06667,-0.20000,-0.20000,-0.20000,-0.06667,-0.06667,-0.46667,-0.46667,-0.06667,-0.33333,-0.06667,-0.46667,-0.20000,0.20000,0.33333,11
-0.73333,-0.86667,-0.73333,-0.86667,-0.86667,-0.06667,-0.06667,-0.20000,-0.20000,-0.06667,-0.20000,-0.33333,-0.73333,0.06667,-0.73333,-0.06667,4
0.06667,0.73333,0.06667,-0.06667,-0.33333,0.60000,-0.46667,-0.60000,-0.20000,0.33333,-0.60000,-0.06667,-0.60000,0.20000,-0.20000,0.73333,17
-0.46667,0.06667,-0.46667,-0.20000,-0.60000,-0.86667,0.73333,-0.46667,-0.60000,0.60000,0.33333,-0.20000,-1.00000,0.06667,-0.73333,-0.20000,6
-0.60000,-0.46667,-0.46667,-0.33333,-0.86667,-0.06667,-0.06667,-0.46667,-0.46667,-0.06667,-0.20000,0.06667,-0.60000,0.06667,-0.46667,0.06667,24
-0.20000,0.20000,0.06667,-0.06667,0.20000,-0.06667,0.20000,-0.20000,-0.46667,-0.06667,0.20000,0.06667,-0.06667,-0.06667,-0.33333,0.33333,23
-0.46667,0.20000,-0.33333,-0.06667,-0.46667,0.33333,-0.06667,-0.46667,-0.20000,0.33333,-0.60000,-0.06667,-0.73333,0.06667,-0.33333,0.33333,19
-0.86667,-0.73333,-0.86667,-0.46667,-0.86667,-0.06667,-0.06667,-0.86667,-0.06667,-0.06667,-0.20000,0.20000,-1.00000,0.06667,-0.60000,0.06667,9
-0.20000,0.20000,0.06667,-0.06667,-0.06667,0.20000,-0.06667,-0.20000,-0.33333,-0.33333,0.20000,-0.06667,-0.60000,0.06667,0.20000,-0.33333,25
-0.20000,0.46667,0.20000,0.06667,0.60000,0.33333,-0.33333,-0.60000,-0.73333,0.20000,-0.46667,0.06667,0.46667,0.06667,-0.46667,-0.20000,13
-0.46667,0.20000,-0.20000,-0.06667,-0.46667,-0.06667,-0.33333,-0.60000,-1.00000,-0.20000,-0.86667,0.06667,-0.73333,-0.06667,-0.86667,-0.06667,1
-0.46667,-0.06667,-0.33333,-0.33333,-0.73333,0.20000,0.60000,-0.73333,-0.60000,-0.46667,0.46667,0.20000,-0.60000,0.60000,-0.86667,-0.06667,22
-0.20000,0.20000,-0.20000,-0.46667,-0.73333,-0.33333,0.60000,-0.33333,-0.73333,0.46667,-0.06667,-0.46667,-0.60000,0.46667,-0.73333,-0.06667,22
-0.73333,-0.60000,-0.73333,-0.33333,-0.86667,-1.00000,-0.86667,-0.33333,-0.20000,-1.00000,-1.00000,-0.06667,-1.00000,0.06667,-1.00000,0.06667,12
-0.46667,0.20000,-0.33333,-0.06667,-0.33333,-0.06667,-0.06667,0.06667,-0.46667,-0.06667,-0.20000,0.06667,-0.60000,0.06667,-0.60000,0.06667,15
-0.33333,0.33333,-0.33333,-0.33333,-0.33333,-0.06667,0.06667,-0.60000,-0.33333,0.20000,-0.20000,-0.06667,-0.20000,-0.33333,-0.06667,0.06667,2
-0.60000,0.33333,-0.33333,-0.06667,-0.73333,-0.20000,-0.20000,-0.60000,-0.86667,-0.20000,-1.00000,0.06667,-0.73333,-0.06667,-0.86667,-0.06667,1
-0.46667,-0.06667,-0.20000,-0.33333,-0.46667,-0.33333,0.20000,-0.60000,-0.46667,0.33333,0.20000,0.06667,-0.33333,0.06667,-0.86667,0.06667,14
-0.46667,0.33333,-0.20000,0.06667,-0.60000,0.06667,-0.20000,-0.60000,-0.06667,1.00000,-0.20000,0.33333,-0.86667,-0.20000,-0.86667,-0.06667,10
-0.60000,-0.33333,-0.33333,-0.33333,-0.46667,0.20000,0.06667,-0.73333,-0.46667,-0.06667,-0.06667,-0.06667,-0.46667,0.06667,-0.46667,-0.33333,1
-0.33333,0.20000,-0.20000,-0.20000,-0.60000,-0.33333,0.06667,0.06667,0.20000,0.20000,0.06667,0.73333,-0.73333,0.33333,-0.46667,0.20000,3
-0.20000,0.20000,0.06667,-0.06667,0.06667,-0.06667,0.06667,-0.20000,-0.73333,-0.20000,-0.33333,0.46667,-0.20000,0.06667,0.33333,-0.20000,7
-0.46667,0.06667,-0.20000,-0.06667,-0.20000,0.20000,0.06667,-0.60000,-0.46667,-0.20000,-0.06667,-0.06667,-0.33333,0.06667,-0.33333,-0.33333,1
-0.33333,0.33333,-0.33333,0.06667,-0.60000,-0.06667,-0.06667,1.00000,-0.73333,-0.46667,-0.20000,0.06667,-0.20000,0.06667,-1.00000,0.06667,14
0.06667,0.33333,0.46667,0.06667,0.06667,0.20000,-0.20000,-0.73333,-0.33333,0.20000,-0.20000,-0.06667,0.06667,-0.20000,-0.73333,0.06667,13
-0.73333,-0.46667,-0.60000,-0.33333,-0.60000,0.06667,-0.06667,-0.20000,-0.73333,0.06667,-0.06667,0.20000,-0.73333,0.20000,-0.46667,0.06667,17
-0.20000,0.33333,0.20000,-0.06667,-0.20000,0.06667,-0.20000,-0.46667,-0.20000,0.06667,-0.20000,-0.06667,-0.60000,-0.20000,-0.46667,-0.06667,10
-0.46667,0.46667,-0.20000,0.06667,-0.20000,0.06667,0.06667,-0.73333,-0.20000,-0.06667,-0.06667,0.06667,-0.33333,0.46667,0.06667,0.06667,24
-0.33333,0.46667,-0.06667,0.06667,-0.06667,0.20000,0.06667,-0.60000,-0.33333,0.33333,-0.46667,-0.06667,-0.33333,-0.33333,-0.46667,0.33333,18
-0.73333,-0.60000,-0.46667,-0.46667,-0.86667,-0.06667,-0.33333,-0.60000,-0.86667,-0.20000,-0.86667,0.06667,-0.73333,-0.06667,-0.73333,-0.06667,1
-0.86667,-0.86667,-0.73333,-0.73333,-0.86667,-0.06667,-0.06667,0.46667,-0.86667,-0.33333,-0.20000,0.06667,-0.46667,0.06667,-1.00000,0.06667,14
-0.73333,-0.46667,-0.60000,-0.60000,-0.86667,-0.06667,0.06667,-0.06667,-0.06667,0.06667,0.33333,-0.06667,-0.60000,0.20000,-0.86667,0.06667,21
-0.20000,0.20000,-0.20000,-0.20000,-0.20000,-0.60000,0.46667,-0.73333,-0.60000,0.33333,0.33333,0.06667,-0.20000,0.46667,-0.73333,-0.06667,23
-0.33333,0.06667,-0.33333,-0.20000,-0.33333,-0.33333,0.33333,-0.60000,-0.60000,0.20000,-0.06667,-0.06667,-0.06667,0.46667,-0.73333,-0.33333,23
-0.86667,-1.00000,-0.86667,-0.86667,-1.00000,-0.73333,-0.86667,-0.33333,-0.33333,-1.00000,-0.73333,-0.33333,-1.00000,0.06667,-1.00000,0.06667,12
-0.73333,-0.46667,-0.60000,-0.73333,-0.73333,-0.33333,-0.06667,-0.46667,-0.06667,-0.06667,-0.06667,0.46667,-0.60000,0.20000,-0.33333,0.33333,11
-0.60000,-0.06667,-0.46667,-0.33333,-0.60000,-0.46667,0.20000,-0.73333,0.06667,0.33333,0.06667,0.33333,-0.73333,0.06667,-0.46667,-0.33333,5
-0.46667,-0.20000,-0.20000,-0.46667,-0.60000,0.20000,0.06667,-0.46667,-0.86667,-0.06667,0.06667,0.06667,0.06667,0.20000,-1.00000,0.06667,23
-0.46667,-0.06667,-0.20000,-0.20000,-0.33333,0.06667,0.06667,-0.73333,-0.46667,-0.06667,-0.06667,0.06667,-0.33333,-0.06667,-0.46667,-0.33333,1
-0.06667,0.33333,0.20000,0.06667,0.06667,-0.06667,-0.20000,-0.60000,-0.33333,-0.20000,-0.20000,0.33333,-0.33333,-0.33333,0.60000,0.33333,24
-0.60000,-0.46667,-0.46667,-0.60000,-0.73333,-0.06667,-0.06667,-0.06667,-0.06667,-0.06667,-0.20000,-0.33333,-0.73333,0.06667,-0.60000,-0.06667,4
0.06667,0.46667,0.46667,0.20000,-0.06667,-0.20000,0.06667,-0.86667,0.06667,0.33333,0.06667,0.20000,-0.60000,0.06667,-0.46667,-0.20000,24
-0.33333,0.20000,-0.33333,-0.46667,-0.46667,0.20000,-0.06667,-0.46667,-0.20000,0.33333,-0.73333,-0.20000,-0.33333,-0.33333,-0.33333,-0.20000,18
-0.06667,0.46667,-0.20000,-0.20000,-0.60000,0.20000,0.06667,-0.20000,-0.46667,-0.06667,0.33333,-0.06667,-0.06667,0.60000,-0.60000,0.06667,22
-0.20000,0.20000,-0.33333,-0.46667,-0.73333,-0.33333,0.46667,-0.60000,-0.20000,0.73333,-0.06667,-0.33333,-0.73333,0.06667,-0.60000,-0.46667,20
-0.60000,-0.46667,-0.46667,-0.60000,-0.60000,-0.06667,-0.06667,-0.33333,-0.20000,-0.06667,-0.20000,-0.20000,-0.73333,0.06667,-0.20000,0.20000,2
-0.46667,-0.60000,-0.33333,-0.33333,-0.60000,-0.20000,0.20000,0.33333,-0.33333,-0.06667,-0.33333,0.06667,-0.73333,0.06667,-0.33333,0.33333,18
-0.46667,-0.33333,-0.33333,-0.20000,-0.33333,0.06667,-0.46667,-0.60000,-0.73333,-0.06667,-0.46667,-0.06667,-0.60000,-0.06667,-0.33333,0.06667,8
-0.33333,0.20000,-0.46667,-0.46667,-0.73333,0.20000,0.33333,-0.46667,-0.46667,-0.20000,0.33333,-0.20000,-0.46667,0.46667,-0.60000,-0.06667,22
-0.46667,0.20000,-0.46667,-0.06667,-0.46667,-0.06667,-0.06667,-0.33333,0.06667,-0.33333,-0.20000,0.33333,-0.86667,0.33333,0.20000,0.20000,19
-0.33333,0.46667,-0.46667,-0.20000,-0.60000,-0.46667,0.20000,-0.20000,-0.46667,0.20000,0.20000,0.06667,-0.60000,0.20000,-0.46667,0.06667,15
-0.46667,-0.20000,-0.46667,0.06667,-0.33333,0.06667,0.06667,-0.20000,-0.73333,0.06667,0.06667,0.33333,-0.60000,0.20000,-0.33333,0.06667,17
-0.33333,0.06667,-0.33333,-0.20000,-0.73333,-0.06667,-0.46667,0.86667,-0.33333,-0.06667,0.86667,0.06667,-0.60000,0.20000,-1.00000,0.06667,21
-0.73333,-0.46667,-0.46667,-0.60000,-0.73333,0.06667,0.06667,-0.73333,-0.33333,0.73333,-0.46667,-0.46667,-0.86667,0.33333,-0.73333,0.20000,16
-0.20000,0.46667,-0.20000,0.06667,-0.33333,-0.46667,0.73333,-0.20000,-0.46667,0.60000,0.20000,-0.46667,-0.73333,0.60000,-0.86667,-0.33333,20
-0.46667,-0.06667,-0.46667,-0.33333,-0.73333,-0.33333,0.06667,0.33333,0.20000,0.06667,-0.06667,-0.33333,-0.60000,0.06667,-0.46667,0.06667,4
-0.06667,0.46667,0.06667,0.06667,-0.06667,-0.33333,-0.33333,-0.20000,-0.20000,-0.20000,-0.33333,0.46667,-0.46667,0.33333,-0.46667,0.20000,7
-0.06667,0.06667,0.20000,0.33333,0.46667,0.06667,0.33333,-0.73333,-0.46667,-0.06667,0.20000,-0.20000,-0.20000,0.20000,-0.06667,-0.33333,16
-0.60000,-0.33333,-0.46667,-0.46667,-0.60000,0.06667,-0.33333,-0.33333,-0.33333,-0.06667,-0.06667,-0.06667,-0.46667,0.20000,-0.20000,0.33333,12
-0.33333,0.46667,-0.20000,0.06667,-0.73333,-1.00000,-1.00000,-0.06667,-0.20000,-1.00000,-0.86667,-0.46667,-1.00000,0.06667,-1.00000,0.06667,12
-0.33333,0.20000,0.06667,0.06667,0.33333,-0.06667,-0.06667,-0.33333,-0.46667,-0.06667,-0.20000,0.06667,-0.06667,0.33333,0.20000,-0.33333,2
-0.86667,-0.60000,-0.73333,-0.73333,-1.00000,0.20000,-0.20000,-0.73333,-0.33333,0.86667,-0.20000,0.33333,-1.00000,-0.06667,-1.00000,-0.06667,10
-0.46667,0.06667,-0.33333,-0.20000,-0.33333,0.33333,-0.20000,-0.60000,-0.20000,0.33333,-0.46667,-0.06667,-0.60000,0.06667,-0.46667,0.46667,2
-0.86667,-0.60000,-0.60000,-0.73333,-0.86667,-0.20000,-0.46667,-0.86667,-0.06667,-0.06667,-0.73333,0.20000,-1.00000,-0.06667,-0.73333,0.06667,12
-0.33333,-0.33333,-0.33333,0.06667,-0.86667,-1.00000,-1.00000,-0.20000,-0.20000,-1.00000,-0.86667,-0.46667,-1.00000,0.06667,-1.00000,0.06667,12
-0.20000,0.20000,0.06667,-0.20000,-0.06667,-0.20000,0.06667,-0.06667,-0.46667,0.06667,-0.06667,0.20000,-0.73333,0.20000,-0.06667,0.20000,16
-0.73333,-0.86667,-0.73333,-0.86667,-1.00000,-0.06667,0.33333,-0.73333,-0.73333,-0.06667,0.60000,0.06667,-0.86667,0.46667,-1.00000,0.06667,25
-0.20000,0.46667,0.20000,0.06667,-0.33333,-0.20000,0.06667,-0.20000,0.06667,-0.06667,0.20000,0.33333,-0.60000,0.20000,-0.86667,0.06667,21
-0.33333,0.33333,-0.06667,0.06667,-0.20000,0.06667,-0.06667,-0.06667,-0.20000,-0.20000,-0.06667,-0.06667,-0.73333,-0.06667,0.06667,0.73333,7
-0.33333,-0.06667,-0.33333,-0.33333,-0.73333,-0.60000,0.33333,-0.73333,-0.06667,0.46667,0.46667,-0.20000,-0.86667,0.46667,-0.73333,-0.33333,25
-0.73333,-0.86667,-0.60000,-0.60000,-0.73333,-0.06667,-0.06667,-0.33333,-0.33333,-0.20000,-0.20000,-0.20000,-0.73333,0.06667,-0.33333,0.20000,2
-0.73333,-0.86667,-0.73333,-0.86667,-0.86667,-0.06667,-0.06667,-0.06667,-0.33333,-0.20000,-0.33333,-0.06667,-0.86667,0.06667,-0.06667,0.33333,2
-0.46667,0.06667,-0.20000,-0.20000,-0.46667,0.33333,-0.06667,-0.46667,-0.06667,0.33333,-0.86667,-0.06667,-0.60000,-0.20000,-0.46667,0.46667,18
-0.46667,0.20000,-0.33333,-0.20000,-0.33333,-0.20000,0.33333,-0.20000,-0.46667,0.06667,-0.20000,0.06667,-0.73333,0.33333,-0.06667,0.33333,6
-0.33333,0.33333,-0.20000,0.06667,-0.46667,-0.06667,-0.06667,-0.46667,-0.46667,-0.06667,-0.20000,0.06667,-0.60000,0.06667,-0.46667,0.06667,24
-0.20000,0.20000,-0.06667,-0.06667,-0.33333,-0.06667,0.06667,-0.60000,-0.06667,0.33333,-0.06667,0.06667,-0.73333,0.06667,-0.33333,-0.20000,19
-0.20000,0.46667,0.06667,0.06667,-0.06667,-0.06667,-0.06667,-0.06667,-0.06667,-0.06667,-0.20000,0.06667,-0.60000,0.06667,-0.46667,-0.06667,8
-0.46667,-0.06667,-0.33333,-0.06667,-0.60000,0.06667,-0.06667,0.06667,-0.20000,-0.20000,-0.06667,0.20000,-0.60000,0.06667,-0.33333,0.20000,17
-0.60000,-0.73333,-0.46667,-0.60000,-0.73333,-0.33333,0.33333,-0.46667,-0.33333,0.33333,0.06667,-0.60000,-0.86667,0.33333,-0.46667,-0.06667,16
0.06667,0.86667,-0.06667,0.06667,-0.60000,-0.20000,0.20000,-0.73333,-0.06667,0.33333,-0.06667,-0.20000,-0.73333,0.33333,-0.33333,-0.20000,6
-0.60000,-0.46667,-0.33333,-0.60000,-0.73333,0.20000,0.06667,-0.60000,-0.33333,0.33333,-0.60000,-0.33333,-0.46667,0.20000,-0.86667,-0.06667,14
-0.73333,-0.86667,-0.73333,-0.73333,-0.86667,0.06667,-0.06667,-0.06667,-0.46667,-0.20000,-0.20000,0.06667,-0.60000,0.06667,-0.60000,0.06667,17
-0.60000,-0.46667,-0.33333,-0.20000,-0.46667,0.20000,-0.06667,-0.33333,-0.20000,0.06667,-0.60000,-0.06667,-0.60000,-0.20000,-0.20000,0.06667,26
-0.46667,-0.20000,-0.20000,-0.46667,-0.46667,-0.06667,-0.20000,-0.06667,-0.33333,-0.33333,-0.33333,-0.33333,-0.60000,0.06667,-0.60000,0.06667,4
-0.46667,-0.06667,-0.20000,-0.33333,-0.33333,0.06667,-0.46667,-0.06667,-0.46667,-0.20000,-0.06667,0.33333,-0.46667,-0.06667,-0.20000,0.20000,17
-0.33333,0.33333,-0.06667,0.06667,-0.20000,-0.06667,0.20000,0.06667,-0.33333,0.06667,-0.33333,-0.20000,-0.60000,-0.06667,-0.06667,0.33333,8
-0.46667,-0.20000,-0.60000,0.06667,-0.73333,0.20000,-0.06667,-0.60000,-0.46667,0.33333,-0.33333,-0.33333,-0.73333,0.20000,-0.33333,0.20000,10
-0.46667,-0.46667,-0.33333,-0.60000,-0.73333,-0.33333,0.06667,-0.33333,-0.06667,0.33333,0.20000,0.06667,-0.60000,0.20000,-0.73333,-0.33333,21
-0.86667,-0.60000,-0.60000,-0.73333,-0.86667,0.06667,-0.06667,-0.60000,-0.20000,0.33333,-0.20000,-0.06667,-0.86667,0.06667,-0.33333,0.06667,19
-0.73333,-0.60000,-0.60000,-0.46667,-0.73333,0.06667,0.06667,-0.46667,-0.73333,-0.06667,0.06667,0.33333,-0.73333,0.20000,-0.46667,0.06667,17
-0.33333,0.33333,-0.06667,0.06667,-0.06667,-0.20000,0.20000,-0.33333,-0.33333,0.20000,-0.06667,-0.60000,-0.73333,0.33333,-0.46667,-0.20000,16
-0.86667,-0.46667,-0.73333,-0.60000,-0.86667,-0.06667,0.06667,-1.00000,-0.06667,0.73333,-0.20000,0.06667,-1.00000,0.06667,-0.86667,-0.06667,9
-0.33333,-0.33333,-0.33333,0.06667,-0.73333,-0.60000,-0.20000,0.06667,-0.60000,-0.06667,-0.06667,0.46667,-0.46667,0.06667,-0.60000,0.46667,11
-0.46667,0.20000,-0.33333,-0.20000,-0.33333,-0.06667,-0.06667,-0.20000,-0.20000,-0.06667,-0.20000,-0.33333,-0.60000,0.06667,-0.60000,-0.06667,4
-0.46667,-0.46667,-0.46667,-0.20000,-0.73333,0.06667,-0.33333,0.86667,-0.33333,-0.20000,0.73333,0.06667,-0.60000,0.20000,-1.00000,0.06667,21
-0.46667,-0.46667,-0.33333,-0.60000,-0.60000,-0.46667,0.46667,-0.60000,-0.73333,0.20000,0.20000,0.06667,-0.20000,0.46667,-0.86667,-0.06667,23
-0.33333,0.20000,-0.06667,-0.06667,-0.46667,-0.20000,0.33333,-0.73333,-0.20000,0.73333,-0.06667,-0.33333,-0.86667,0.33333,-0.73333,-0.06667,6
-0.46667,-0.20000,-0.20000,-0.46667,-0.60000,0.46667,-0.20000,-0.60000,0.06667,0.46667,-0.60000,-0.20000,-0.60000,0.06667,-0.60000,0.20000,4
-0.33333,0.06667,-0.06667,-0.20000,-0.60000,-0.06667,0.06667,-0.33333,-0.73333,-0.06667,0.06667,0.06667,0.20000,0.20000,-1.00000,0.06667,23
-0.20000,0.33333,0.06667,-0.06667,-0.33333,0.06667,0.20000,-0.73333,-0.33333,0.20000,-0.46667,-0.20000,-0.33333,0.20000,-0.86667,-0.06667,14
-0.73333,-0.20000,-0.60000,-0.46667,-0.73333,-0.06667,-0.06667,-0.46667,-0.46667,-0.06667,-0.20000,-0.06667,-0.73333,0.06667,-0.46667,0.06667,24
-0.33333,0.46667,0.06667,0.06667,-0.46667,-0.20000,0.46667,-0.73333,-0.46667,0.06667,0.60000,0.20000,-0.60000,0.33333,-0.73333,0.06667,22
-0.46667,-0.33333,-0.33333,-0.46667,-0.73333,-0.20000,0.46667,-0.73333,0.06667,0.46667,0.20000,-0.33333,-0.86667,0.33333,-0.60000,-0.46667,20
-0.46667,0.20000,-0.20000,-0.06667,-0.73333,0.33333,-0.33333,-0.46667,-0.06667,1.00000,-0.60000,0.20000,-1.00000,-0.06667,-1.00000,0.06667,10
-0.06667,0.20000,0.20000,-0.06667,-0.33333,0.06667,0.46667,-0.06667,-0.46667,0.46667,-0.46667,-0.60000,-0.73333,0.33333,-0.46667,0.06667,16
-0.20000,0.20000,-0.20000,-0.06667,-0.46667,-0.20000,0.06667,0.06667,-0.33333,0.33333,0.06667,-0.06667,-0.46667,0.06667,-0.46667,0.20000,15
-0.46667,0.20000,-0.33333,-0.06667,-0.46667,0.20000,0.46667,-0.73333,-0.60000,-0.46667,0.33333,0.06667,-0.60000,0.33333,-0.73333,0.06667,22
-0.60000,-0.46667,-0.46667,-0.33333,-0.60000,0.06667,-0.06667,-0.06667,-0.73333,-0.33333,-0.06667,0.20000,-0.73333,0.20000,-0.33333,0.33333,17
-0.46667,0.33333,-0.33333,0.06667,-0.60000,-0.06667,-0.06667,-1.00000,0.06667,0.86667,-0.20000,0.06667,-1.00000,0.06667,-0.86667,0.06667,9
-0.60000,-0.46667,-0.20000,-0.60000,-0.60000,-0.06667,-0.06667,-0.60000,-0.20000,0.33333,-0.20000,0.06667,-0.60000,0.06667,-0.60000,-0.06667,8
-0.33333,0.46667,0.06667,0.06667,0.46667,0.33333,-0.06667,-0.60000,-0.46667,0.06667,-0.46667,-0.06667,0.60000,-0.20000,-0.06667,-0.46667,13
-0.60000,-0.46667,-0.33333,-0.60000,-0.73333,0.06667,-0.06667,-0.86667,0.06667,0.46667,-0.33333,0.06667,-0.73333,0.06667,-0.46667,0.33333,5
-0.60000,0.06667,-0.46667,-0.20000,-0.73333,-0.20000,0.06667,-0.06667,0.20000,-0.33333,-0.06667,0.60000,-0.86667,-0.06667,-0.46667,0.20000,3
-0.60000,-0.20000,-0.33333,-0.46667,-0.46667,-0.06667,0.33333,-0.86667,-0.46667,0.20000,-0.20000,-0.20000,-0.46667,0.20000,-0.73333,-0.33333,6
