A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,L1,L2,L3,L4
-0.52174,-0.76923,-0.02778,-0.72052,-0.82418,-0.84906,-0.63399,0.25714,-0.83333,-0.80000,-0.62105,-0.74580,-0.63522,-0.68421,-0.63636,0.75610,-0.13333,-0.06667,2,1,2,2
0.34783,0.53846,0.69444,-0.24891,-0.64835,-0.69811,0.32026,-0.65714,0.16667,0.37143,-0.07368,0.15108,0.16981,-0.60526,0.18182,0.02439,-0.20000,0.13333,3,1,3,2
-0.56522,-0.15385,-0.16667,-0.45852,-0.51648,-0.88679,-0.59477,0.14286,-0.83333,-0.28571,-0.62105,-0.70743,-0.23270,-0.73684,-0.36364,-0.70732,-0.20000,-0.20000,2,2,1,2
-0.34783,-0.15385,-0.13889,-0.46725,-0.49451,-0.81132,-0.58170,0.14286,-0.66667,-0.34286,-0.61053,-0.69305,-0.20755,-0.68421,-0.63636,-0.80488,-0.20000,-0.20000,2,2,1,2
0.08696,0.38462,0.22222,-0.10044,-0.45055,-0.81132,-0.05882,-0.48571,-0.33333,0.22857,-0.27368,-0.19424,0.11950,-0.65789,-0.18182,-0.46341,0.33333,0.20000,2,2,1,2
-0.26087,-0.30769,-0.36111,-0.65066,-0.73626,-0.81132,-0.75163,0.37143,-0.83333,-0.31429,-0.74737,-0.82014,-0.33333,-0.84211,0.36364,-0.85366,0.40000,0.53333,1,2,2,2
-0.43478,-0.46154,-0.36111,-0.72926,-0.80220,-0.88679,-0.72549,0.37143,-0.83333,-0.51429,-0.76842,-0.81295,-0.28302,-0.71053,-0.18182,-0.90244,-0.26667,-0.33333,2,1,2,2
0.30435,0.23077,0.86111,-0.34498,-0.84615,-0.62264,0.25490,-0.65714,0.16667,0.17143,-0.11579,0.10312,-0.06918,-0.81579,-0.90909,-0.41463,0.00000,0.26667,2,2,2,1
-0.43478,-0.15385,-0.16667,-0.68559,-0.62637,-0.84906,-0.52941,0.08571,-0.66667,-0.22857,-0.57895,-0.66906,-0.04403,-0.39474,-0.09091,-0.95122,-0.66667,-0.86667,2,2,1,2
0.26087,0.46154,0.69444,-0.04803,-0.62637,-0.69811,0.18954,-0.60000,0.00000,0.11429,-0.11579,0.03597,-0.03145,-0.84211,-1.00000,-0.07317,0.13333,0.46667,3,2,3,1
-0.65217,-0.61538,-0.63889,-0.83406,-0.75824,-0.84906,-0.71242,0.42857,-0.83333,-0.71429,-0.82105,-0.82014,-0.50943,-0.36842,-0.09091,-0.70732,-0.93333,-0.80000,2,2,2,1
0.04348,-0.38462,-0.38889,-0.74672,-0.80220,-0.81132,-0.76471,0.48571,-0.83333,-0.28571,-0.70526,-0.84892,-0.39623,-0.50000,-0.54545,-0.65854,-0.46667,-0.66667,1,2,2,2
0.00000,-0.38462,-0.19444,-0.57205,-0.80220,-0.81132,-0.62092,0.20000,-0.83333,-0.34286,-0.66316,-0.72902,-0.24528,-0.94737,0.00000,-0.60976,0.73333,0.86667,2,1,2,2
-0.43478,-0.15385,-0.30556,-0.78166,-0.80220,-0.84906,-0.47712,0.08571,-0.66667,-0.08571,-0.60000,-0.64748,-0.14465,-0.36842,-0.63636,-0.36585,-0.86667,-0.86667,2,2,1,2
0.04348,0.23077,0.00000,-0.13537,-0.42857,-0.81132,-0.13725,-0.42857,-0.33333,0.11429,-0.32632,-0.27338,-0.03145,-0.65789,-1.00000,-0.65854,0.40000,0.26667,2,2,1,2
0.52174,0.69231,0.80556,0.10044,-0.53846,-0.66038,0.38562,-0.77143,0.16667,0.51429,0.03158,0.25899,0.27044,-0.73684,0.27273,-0.80488,-0.06667,0.06667,3,2,3,1
-0.21739,0.46154,0.61111,-0.19651,-0.67033,-0.73585,0.05882,-0.54286,-0.16667,0.22857,-0.09474,-0.09353,0.69811,-0.73684,-0.72727,-0.95122,-0.06667,0.20000,3,2,3,1
-0.52174,-0.23077,0.00000,-0.33624,-0.38462,-0.81132,-0.43791,-0.02857,-0.66667,-0.28571,-0.47368,-0.58034,-0.19497,-0.52632,-0.54545,-0.41463,-0.40000,-0.40000,2,2,1,2
-0.04348,0.00000,0.77778,-0.09170,-0.58242,-0.73585,0.03268,-0.48571,-0.16667,-0.14286,-0.15789,-0.13909,-0.24528,-0.76316,-1.00000,0.36585,-0.06667,0.26667,3,1,3,2
-0.04348,-0.23077,0.19444,-0.17904,-0.51648,-0.84906,-0.15033,-0.42857,-0.33333,-0.40000,-0.37895,-0.28058,-0.32075,-0.76316,-0.45455,-0.80488,0.33333,0.13333,2,2,1,2
0.00000,0.00000,0.33333,-0.51092,-0.62637,-0.73585,-0.49020,0.02857,-0.66667,-0.14286,-0.54737,-0.62830,-0.08176,-0.71053,0.36364,-0.46341,0.06667,0.20000,1,2,2,2
-0.43478,-0.15385,0.02778,-0.55459,-0.71429,-0.81132,-0.47712,0.02857,-0.66667,-0.34286,-0.53684,-0.61391,-0.34591,-0.65789,-0.18182,-1.00000,-0.26667,-0.26667,3,2,2,1
-0.26087,-0.61538,0.08333,-0.29258,-0.51648,-0.84906,-0.37255,-0.20000,-0.50000,-0.65714,-0.49474,-0.49880,-0.69811,-0.81579,-0.81818,-0.31707,0.46667,0.60000,2,2,1,2
-0.47826,-0.61538,-0.02778,-0.75546,-0.84615,-0.81132,-0.54248,0.14286,-0.66667,-0.62857,-0.56842,-0.67866,-0.54717,-0.57895,-0.36364,0.21951,-0.53333,-0.53333,2,1,2,2
0.39130,0.53846,0.80556,-0.30131,-0.78022,-0.66038,0.29412,-0.71429,0.16667,0.42857,-0.01053,0.14388,0.37107,-0.68421,-1.00000,-0.26829,-0.33333,0.06667,2,1,2,2
-0.30435,-0.61538,0.02778,-0.50218,-0.67033,-0.81132,-0.51634,0.08571,-0.66667,-0.68571,-0.53684,-0.65707,-0.44654,-0.68421,-0.45455,0.02439,-0.20000,-0.20000,2,1,2,2
0.08696,0.69231,0.77778,-0.04803,-0.56044,-0.73585,0.22876,-0.65714,0.00000,0.40000,-0.02105,0.06715,0.39623,-0.65789,-0.54545,-0.07317,-0.26667,0.00000,3,1,3,2
-0.47826,-0.46154,-0.27778,-0.72052,-0.75824,-0.84906,-0.60784,0.25714,-0.66667,-0.45714,-0.64211,-0.73381,-0.30818,-0.52632,-0.81818,0.07317,-0.60000,-0.66667,2,1,2,2
0.04348,-0.69231,0.05556,-0.32751,-0.67033,-0.77358,-0.35948,-0.14286,-0.50000,-0.62857,-0.45263,-0.50839,-0.89937,-0.92105,-0.81818,0.36585,0.80000,1.00000,2,2,2,1
0.04348,-0.38462,0.44444,-0.18777,-0.64835,-0.69811,-0.12418,-0.37143,-0.33333,-0.37143,-0.29474,-0.28777,-0.66038,-0.89474,-0.63636,-0.85366,0.40000,0.53333,2,2,2,1
0.17391,0.07692,0.33333,-0.24891,-0.71429,-0.69811,-0.22876,-0.31429,-0.33333,0.05714,-0.41053,-0.38609,-0.24528,-1.00000,0.36364,-0.12195,0.66667,0.93333,2,1,2,2
-0.43478,-0.84615,-0.88889,-0.94760,-0.84615,-1.00000,-0.90850,0.77143,-1.00000,-0.91429,-0.90526,-0.94245,-0.64780,-0.18421,-0.45455,-0.95122,-0.73333,-0.86667,1,2,2,2
-0.52174,-0.30769,0.00000,-0.54585,-0.62637,-0.81132,-0.49020,0.02857,-0.66667,-0.28571,-0.48421,-0.62830,-0.39623,-0.57895,-1.00000,-0.02439,-0.26667,-0.20000,2,2,1,2
-0.30435,-0.07692,0.25000,-0.60699,-0.73626,-0.66038,-0.39869,-0.02857,-0.50000,0.14286,-0.50526,-0.57314,-0.19497,-0.57895,0.09091,-0.21951,-0.53333,-0.20000,1,2,2,2
-0.21739,-0.53846,0.02778,-0.57205,-0.73626,-0.77358,-0.64706,0.25714,-0.83333,-0.40000,-0.69474,-0.74820,-0.82390,-0.92105,-0.27273,-0.17073,0.66667,0.86667,1,2,2,2
0.00000,0.30769,0.50000,-0.03057,-0.56044,-0.73585,-0.01961,-0.48571,-0.16667,0.14286,-0.11579,-0.18225,0.32075,-0.78947,-0.27273,-0.70732,0.13333,0.33333,2,1,2,2
-0.34783,-0.84615,-0.44444,-0.65939,-0.73626,-0.81132,-0.79085,0.48571,-0.83333,-0.68571,-0.82105,-0.85132,-1.00000,-0.92105,-0.90909,-0.70732,0.73333,0.86667,1,2,2,2
0.60870,0.00000,0.66667,-0.18777,-0.69231,-0.73585,0.05882,-0.54286,-0.16667,-0.11429,-0.16842,-0.09592,-0.35849,-0.84211,0.00000,-0.65854,0.20000,0.46667,3,1,3,2
-0.39130,-0.38462,-0.27778,-0.68559,-0.75824,-0.84906,-0.52941,0.14286,-0.66667,-0.48571,-0.64211,-0.67866,-0.13208,-0.47368,0.72727,-0.90244,-0.66667,-0.73333,2,1,2,2
-0.30435,0.07692,0.19444,-0.43231,-0.69231,-0.77358,-0.32026,-0.20000,-0.50000,-0.08571,-0.37895,-0.47722,0.01887,-0.65789,-0.36364,-0.51220,-0.26667,-0.20000,3,1,3,2
-0.26087,-0.23077,-0.11111,-0.53712,-0.62637,-0.77358,-0.68627,0.31429,-0.83333,-0.22857,-0.70526,-0.77218,-0.27044,-0.86842,-0.63636,-0.70732,0.66667,0.86667,1,2,2,2
-0.26087,0.07692,0.25000,-0.50218,-0.62637,-0.69811,-0.33333,-0.08571,-0.50000,0.20000,-0.50526,-0.50839,-0.04403,-0.63158,-0.18182,-1.00000,-0.40000,-0.06667,1,2,2,2
0.26087,-0.23077,0.55556,-0.18777,-0.64835,-0.69811,-0.04575,-0.42857,-0.16667,-0.31429,-0.24211,-0.21103,-0.62264,-0.84211,-0.27273,-0.41463,0.26667,0.53333,3,2,3,1
0.60870,0.53846,0.77778,0.03930,-0.58242,-0.69811,0.29412,-0.65714,0.16667,0.31429,-0.02105,0.13909,0.27044,-0.78947,-0.54545,-0.21951,-0.06667,0.46667,2,1,2,2
-0.08696,0.00000,0.41667,-0.37991,-0.49451,-0.62264,-0.41176,-0.02857,-0.50000,0.05714,-0.55789,-0.58273,0.04403,-0.73684,0.36364,0.02439,-0.06667,0.26667,1,2,2,2
-0.47826,-0.15385,-0.27778,-0.81659,-0.75824,-0.84906,-0.52941,0.08571,-0.66667,-0.22857,-0.57895,-0.66667,-0.04403,-0.34211,-0.27273,-0.95122,-0.73333,-0.86667,2,2,1,2
-0.04348,0.38462,0.55556,-0.19651,-0.64835,-0.73585,0.01961,-0.48571,-0.16667,0.22857,-0.17895,-0.13909,0.58491,-0.76316,0.18182,-1.00000,0.00000,0.13333,2,2,2,1
0.30435,-0.38462,0.19444,-0.21397,-0.64835,-0.73585,-0.17647,-0.31429,-0.33333,-0.31429,-0.27368,-0.35012,-0.63522,-0.84211,-0.36364,0.46341,0.40000,0.66667,2,2,2,1
0.04348,0.07692,0.33333,-0.31004,-0.71429,-0.81132,0.11111,-0.60000,0.00000,-0.14286,-0.11579,-0.01199,0.15723,-0.60526,-0.27273,-1.00000,0.06667,-0.33333,2,2,1,2
-0.21739,-0.84615,-0.27778,-0.51965,-0.73626,-0.81132,-0.54248,0.08571,-0.66667,-0.62857,-0.58947,-0.66906,-0.82390,-0.86842,-0.90909,-0.95122,0.40000,0.46667,2,2,2,1
-0.17391,-0.69231,0.11111,-0.33624,-0.56044,-0.77358,-0.45098,-0.02857,-0.66667,-0.68571,-0.47368,-0.59472,-0.55975,-0.73684,-0.45455,-0.56098,-0.06667,-0.06667,2,1,2,2
0.17391,0.92308,0.91667,0.10044,-0.49451,-0.66038,0.49020,-0.77143,0.33333,0.82857,0.09474,0.36211,0.23270,-0.65789,-1.00000,-0.36585,-0.26667,0.13333,3,2,3,1
-0.60870,-0.23077,-0.08333,-0.52838,-0.53846,-0.81132,-0.49020,0.02857,-0.66667,-0.22857,-0.46316,-0.63309,-0.19497,-0.44737,-0.81818,-0.17073,-0.53333,-0.53333,2,2,1,2
0.39130,0.38462,0.11111,-0.10044,-0.47253,-0.84906,0.08497,-0.60000,-0.16667,0.17143,-0.11579,-0.05276,-0.00629,-0.57895,-0.45455,-0.02439,0.20000,-0.13333,2,2,1,2
-0.43478,-0.07692,-0.16667,-0.84279,-0.80220,-0.81132,-0.52941,0.08571,-0.66667,-0.25714,-0.57895,-0.66427,-0.03145,-0.34211,-0.18182,-0.75610,-0.73333,-0.86667,2,2,1,2
-0.30435,-0.38462,0.00000,-0.31004,-0.42857,-0.81132,-0.41176,-0.08571,-0.66667,-0.48571,-0.46316,-0.54676,-0.44654,-0.60526,-0.27273,-0.41463,0.00000,-0.06667,2,2,1,2
-0.04348,0.00000,0.00000,-0.49345,-0.58242,-0.66038,-0.34641,-0.08571,-0.50000,0.05714,-0.52632,-0.52758,-0.20755,-0.60526,-0.27273,-0.80488,-0.46667,-0.20000,1,2,2,2
0.00000,0.00000,-0.16667,-0.21397,-0.49451,-0.84906,-0.28105,-0.25714,-0.50000,-0.14286,-0.44211,-0.41727,-0.22013,-0.73684,0.54545,-0.51220,0.60000,0.46667,2,2,1,2
-0.26087,0.00000,-0.08333,-0.71179,-0.75824,-0.66038,-0.35948,-0.02857,-0.50000,0.14286,-0.57895,-0.54676,-0.03145,-0.55263,-1.00000,-0.56098,-0.60000,-0.20000,1,2,2,2
0.60870,0.76923,0.91667,-0.17031,-0.78022,-0.88679,0.81699,-0.94286,0.66667,0.45714,0.49474,0.78417,1.00000,-0.39474,0.00000,-0.51220,-0.53333,-0.86667,2,2,1,2
0.13043,-0.61538,-0.05556,-0.30131,-0.58242,-0.84906,-0.32026,-0.25714,-0.50000,-0.62857,-0.33684,-0.44844,-0.64780,-0.68421,-0.81818,0.07317,0.60000,0.40000,2,2,1,2
-0.47826,-0.30769,-0.27778,-0.86026,-0.86813,-0.81132,-0.51634,0.14286,-0.66667,-0.28571,-0.58947,-0.67146,-0.35849,-0.31579,-0.09091,-0.65854,-0.73333,-0.93333,2,2,1,2
-0.34783,-0.46154,-0.19444,-0.63319,-0.73626,-0.81132,-0.76471,0.42857,-0.83333,-0.54286,-0.82105,-0.83693,-0.55975,-0.86842,-0.90909,-0.95122,0.13333,0.26667,2,2,2,1
0.43478,0.84615,0.86111,0.14410,-0.56044,-0.84906,0.96078,-1.00000,0.83333,0.51429,0.63158,0.92566,0.89937,-0.28947,-0.18182,0.51220,-0.73333,-0.80000,2,2,1,2
-0.30435,-0.84615,-0.66667,-0.85153,-0.78022,-0.92453,-0.86928,0.65714,-1.00000,-0.80000,-0.90526,-0.91367,-0.76101,-0.39474,-0.54545,-0.36585,-0.66667,-0.80000,1,1,2,2
0.39130,0.38462,0.80556,-0.18777,-0.71429,-0.66038,0.03268,-0.48571,-0.16667,0.25714,-0.18947,-0.13429,0.06918,-0.86842,0.63636,-0.80488,0.33333,0.60000,3,1,3,2
-0.08696,-0.46154,0.25000,-0.28384,-0.67033,-0.73585,-0.25490,-0.25714,-0.50000,-0.40000,-0.43158,-0.41007,-0.69811,-0.94737,-0.81818,-0.56098,0.60000,0.93333,2,1,2,2
-0.43478,-0.07692,-0.13889,-0.42358,-0.49451,-0.84906,-0.55556,0.08571,-0.66667,-0.20000,-0.55789,-0.67146,0.00629,-0.68421,-0.09091,-0.60976,-0.26667,-0.33333,2,2,1,2
0.52174,0.38462,0.66667,-0.10917,-0.64835,-0.69811,0.09804,-0.54286,0.00000,0.17143,-0.11579,-0.05995,0.15723,-0.84211,-0.36364,-0.21951,0.20000,0.60000,3,1,3,2
-0.26087,0.00000,-0.02778,-0.74672,-0.82418,-0.66038,-0.37255,-0.02857,-0.50000,0.22857,-0.54737,-0.55635,-0.22013,-0.52632,-1.00000,-0.21951,-0.60000,-0.26667,1,2,2,2
0.17391,-0.23077,0.44444,-0.18777,-0.67033,-0.69811,-0.11111,-0.42857,-0.33333,-0.28571,-0.26316,-0.26859,-0.44654,-0.86842,-0.45455,-0.56098,0.26667,0.60000,3,1,3,2
-0.17391,-0.38462,-0.27778,-0.81659,-0.89011,-0.81132,-0.64706,0.37143,-0.83333,-0.28571,-0.68421,-0.78177,-0.34591,-0.42105,-0.36364,-0.07317,-0.60000,-0.80000,1,2,2,2
-0.30435,-0.61538,0.16667,-0.54585,-0.73626,-0.77358,-0.46405,-0.02857,-0.66667,-0.68571,-0.48421,-0.59952,-0.64780,-0.71053,-0.90909,-0.95122,-0.26667,-0.26667,2,1,2,2
-0.17391,-0.69231,-0.02778,-0.30131,-0.49451,-0.84906,-0.45098,-0.08571,-0.66667,-0.62857,-0.43158,-0.57074,-0.77358,-0.68421,-1.00000,-0.80488,0.46667,0.40000,2,2,1,2
-0.56522,-0.30769,-0.13889,-0.58079,-0.62637,-0.81132,-0.51634,0.08571,-0.66667,-0.31429,-0.55789,-0.64748,-0.38365,-0.60526,-0.81818,-0.90244,-0.46667,-0.40000,2,2,1,2
-0.13043,0.07692,0.19444,-0.46725,-0.71429,-0.81132,-0.28105,-0.20000,-0.50000,-0.17143,-0.29474,-0.44125,0.15723,-0.63158,0.09091,-0.80488,-0.26667,-0.26667,2,2,2,1
0.43478,0.53846,0.61111,-0.23144,-0.75824,-0.66038,0.37255,-0.71429,0.16667,0.37143,0.03158,0.22062,0.03145,-0.68421,0.00000,0.17073,-0.20000,0.13333,3,2,3,1
0.52174,0.23077,0.75000,-0.16157,-0.67033,-0.69811,0.22876,-0.65714,0.00000,0.05714,0.02105,0.08153,0.33333,-0.65789,-0.45455,-0.21951,-0.13333,0.13333,2,1,2,2
0.00000,0.15385,0.19444,-0.36245,-0.73626,-0.77358,-0.22876,-0.25714,-0.33333,-0.02857,-0.31579,-0.39089,0.09434,-0.78947,0.36364,-1.00000,0.26667,0.33333,2,2,2,1
-0.13043,-0.23077,0.05556,-0.49345,-0.62637,-0.77358,-0.67320,0.25714,-0.83333,-0.22857,-0.72632,-0.76739,-0.37107,-0.89474,0.54545,-0.41463,0.80000,0.93333,1,2,2,2
0.13043,0.46154,0.77778,-0.36245,-0.82418,-0.69811,0.28105,-0.65714,0.16667,0.37143,-0.06316,0.13429,0.33333,-0.63158,-0.72727,-0.90244,-0.26667,-0.13333,3,2,3,1
0.60870,0.61538,0.72222,-0.15284,-0.62637,-0.66038,0.32026,-0.71429,0.16667,0.51429,-0.03158,0.16307,0.40881,-0.63158,0.54545,-0.21951,-0.20000,0.13333,2,1,2,2
-0.60870,-0.23077,-0.16667,0.27511,0.27473,1.00000,-0.64706,0.25714,-0.83333,-0.22857,0.06316,-0.74820,-0.20755,0.05263,-0.63636,-0.56098,-0.06667,0.20000,1,2,2,2
-0.17391,-0.84615,-0.50000,-0.72052,-0.75824,-0.84906,-0.86928,0.65714,-1.00000,-0.60000,-0.87368,-0.90887,-0.91195,-0.86842,-0.45455,-0.17073,0.40000,0.46667,1,2,2,2
-0.08696,0.23077,0.16667,-0.71179,-0.80220,-0.69811,-0.38562,-0.02857,-0.50000,0.20000,-0.51579,-0.56115,-0.03145,-0.55263,-0.09091,-0.65854,-0.53333,-0.26667,1,2,2,2
-0.04348,-0.30769,0.55556,-0.18777,-0.60440,-0.73585,-0.13725,-0.37143,-0.33333,-0.34286,-0.27368,-0.30456,-0.49686,-0.78947,-0.90909,0.41463,0.13333,0.26667,3,2,3,1
0.26087,0.61538,0.61111,-0.15284,-0.69231,-0.84906,0.47712,-0.82857,0.33333,0.34286,0.22105,0.39568,0.53459,-0.47368,-0.18182,-0.31707,-0.20000,-0.60000,2,2,1,2
0.17391,0.61538,0.72222,-0.10917,-0.60440,-0.69811,0.12418,-0.60000,0.00000,0.31429,-0.01053,-0.03357,0.64780,-0.65789,-0.63636,-0.46341,-0.26667,0.00000,3,1,3,2
0.39130,-0.07692,0.66667,-0.20524,-0.69231,-0.69811,0.12418,-0.60000,0.00000,-0.11429,-0.11579,-0.03597,-0.03145,-0.78947,-0.27273,-0.75610,0.06667,0.26667,3,1,3,2
0.47826,0.53846,0.88889,-0.06550,-0.64835,-0.66038,0.39869,-0.71429,0.33333,0.42857,0.03158,0.24700,0.11950,-0.73684,-0.09091,0.02439,-0.06667,0.46667,2,1,2,2
-0.08696,-0.15385,-0.16667,-0.28384,-0.45055,-0.77358,-0.46405,-0.08571,-0.66667,-0.25714,-0.56842,-0.57554,-0.13208,-0.78947,-0.36364,-0.90244,0.53333,0.66667,2,2,1,2
0.17391,0.46154,0.91667,0.05677,-0.53846,-0.69811,0.43791,-0.77143,0.33333,0.34286,0.16842,0.31175,0.23270,-0.63158,-0.36364,0.36585,-0.20000,0.20000,2,2,2,1
0.04348,-0.38462,0.33333,-0.30131,-0.73626,-0.73585,-0.17647,-0.31429,-0.33333,-0.37143,-0.34737,-0.34053,-0.52201,-0.89474,-0.90909,-0.75610,0.33333,0.60000,2,1,2,2
0.00000,0.00000,-0.05556,-0.14410,-0.40659,-0.88679,-0.33333,-0.25714,-0.50000,-0.11429,-0.42105,-0.46283,0.03145,-0.71053,-0.36364,-0.60976,0.33333,0.26667,2,2,1,2
0.34783,0.46154,0.94444,-0.40611,-0.86813,-0.69811,0.39869,-0.77143,0.33333,0.37143,0.10526,0.26379,0.37107,-0.60526,-0.09091,0.36585,-0.20000,0.13333,3,2,3,1
0.34783,0.53846,0.69444,-0.17031,-0.60440,-0.66038,0.32026,-0.71429,0.16667,0.42857,-0.09474,0.15827,0.40881,-0.65789,0.09091,-0.41463,-0.26667,0.13333,2,1,2,2
-0.21739,-0.61538,0.00000,-0.40611,-0.69231,-0.77358,-0.28105,-0.20000,-0.50000,-0.54286,-0.30526,-0.44604,-0.54717,-0.68421,-1.00000,0.36585,-0.13333,0.13333,2,2,2,1
0.39130,0.61538,0.88889,0.13537,-0.49451,-0.62264,0.34641,-0.71429,0.16667,0.42857,0.01053,0.20624,0.49686,-0.76316,-0.63636,0.07317,-0.13333,0.33333,2,1,2,2
-0.08696,-0.07692,0.25000,-0.48472,-0.53846,-0.69811,-0.41176,0.02857,-0.50000,0.08571,-0.57895,-0.58513,-0.15723,-0.63158,0.54545,-0.46341,-0.26667,-0.06667,1,2,2,2
0.39130,0.00000,0.66667,-0.20524,-0.69231,-0.73585,0.05882,-0.54286,-0.16667,-0.08571,-0.18947,-0.10552,-0.34591,-0.84211,-0.54545,-0.56098,0.20000,0.40000,2,2,2,1
-0.08696,-0.07692,0.25000,-0.51092,-0.64835,-0.69811,-0.39869,-0.02857,-0.50000,0.11429,-0.53684,-0.56115,-0.33333,-0.76316,-0.90909,-0.70732,-0.13333,0.20000,1,2,2,2
-0.21739,-0.69231,0.00000,-0.70306,-0.82418,-0.77358,-0.73856,0.42857,-0.83333,-0.51429,-0.71579,-0.82734,-0.81132,-0.73684,-1.00000,-0.41463,0.00000,-0.26667,1,2,2,2
0.26087,0.15385,0.80556,-0.03930,-0.62637,-0.69811,0.16340,-0.60000,0.00000,-0.02857,-0.11579,-0.00240,-0.13208,-0.86842,-1.00000,0.21951,0.06667,0.53333,3,1,3,2
0.00000,-0.15385,-0.22222,-0.24891,-0.49451,-0.81132,-0.43791,-0.14286,-0.66667,-0.22857,-0.48421,-0.54916,-0.28302,-0.78947,-0.54545,-0.65854,0.73333,0.66667,2,2,1,2
-0.47826,-0.76923,-0.11111,-0.79913,-0.80220,-0.81132,-0.80392,0.60000,-0.83333,-0.80000,-0.85263,-0.88249,-0.82390,-0.71053,-0.72727,0.46341,-0.46667,-0.13333,2,2,2,1
0.30435,0.15385,0.55556,0.11790,-0.47253,-0.69811,0.21569,-0.65714,0.00000,0.00000,0.01053,0.07674,0.10692,-0.68421,-0.81818,-0.26829,-0.20000,0.00000,2,2,2,1
0.21739,0.69231,0.86111,-0.16157,-0.69231,-0.66038,0.47712,-0.77143,0.33333,0.71429,0.03158,0.30935,0.19497,-0.60526,-0.27273,0.70732,-0.26667,0.33333,2,2,2,1
0.30435,0.46154,0.75000,-0.42358,-0.89011,-0.81132,0.62092,-0.88571,0.50000,0.20000,0.30526,0.51559,0.77358,-0.39474,-0.72727,0.12195,-0.53333,-0.80000,2,2,1,2
-0.47826,-0.07692,-0.08333,-0.44978,-0.51648,-0.77358,-0.59477,0.14286,-0.83333,-0.14286,-0.54737,-0.70504,-0.15723,-0.68421,-0.81818,-1.00000,-0.06667,0.20000,1,2,2,2
0.78261,0.84615,0.72222,-0.32751,-0.89011,-0.84906,0.89542,-1.00000,0.83333,0.45714,0.65263,0.88010,0.91195,-0.31579,-0.81818,0.02439,-0.60000,-0.80000,2,2,1,2
-0.34783,-0.46154,-0.58333,-0.91266,-0.86813,-0.81132,-0.73856,0.54286,-0.83333,-0.40000,-0.87368,-0.84412,-0.38365,-0.26316,-1.00000,-0.65854,-1.00000,-0.86667,1,2,2,2
-0.43478,-0.69231,0.02778,-0.65066,-0.84615,-0.81132,-0.45098,-0.02857,-0.66667,-0.74286,-0.48421,-0.59712,-0.54717,-0.68421,0.27273,-0.36585,-0.33333,-0.33333,3,2,3,1
0.26087,0.38462,0.77778,-0.01310,-0.56044,-0.69811,0.20261,-0.65714,0.00000,0.25714,-0.05263,0.04796,0.08176,-0.76316,-0.72727,-0.07317,-0.20000,0.06667,3,1,3,2
0.39130,0.38462,0.47222,-0.51092,-0.91209,-0.81132,0.37255,-0.77143,0.16667,0.34286,0.15789,0.24460,0.24528,-0.42105,-0.18182,0.21951,-0.20000,-0.53333,2,2,1,2
0.17391,0.30769,0.61111,-0.12664,-0.64835,-0.84906,0.38562,-0.77143,0.16667,0.08571,0.07368,0.28297,0.30818,-0.52632,-0.27273,-0.65854,-0.13333,-0.46667,2,2,1,2
0.00000,-0.15385,0.25000,-0.45852,-0.58242,-0.69811,-0.43791,-0.02857,-0.66667,-0.08571,-0.61053,-0.58993,-0.37107,-0.78947,-0.72727,-0.51220,0.06667,0.40000,1,2,2,2
0.56522,0.46154,0.77778,-0.17031,-0.71429,-0.62264,0.34641,-0.71429,0.16667,0.25714,-0.05263,0.21583,0.29560,-0.78947,0.00000,-0.65854,-0.13333,0.20000,2,1,2,2
-0.39130,-0.53846,-0.05556,-0.46725,-0.58242,-0.84906,-0.56863,0.08571,-0.66667,-0.54286,-0.54737,-0.67866,-0.62264,-0.71053,-0.72727,0.02439,0.26667,0.26667,2,2,1,2
-0.26087,-0.38462,0.05556,-0.64192,-0.82418,-0.81132,-0.66013,0.25714,-0.83333,-0.42857,-0.67368,-0.76019,-0.38365,-0.78947,-1.00000,-0.95122,0.06667,0.06667,2,3,3,1
0.08696,0.15385,0.69444,-0.13537,-0.60440,-0.73585,0.11111,-0.60000,0.00000,-0.02857,-0.09474,-0.04077,-0.18239,-0.76316,-0.81818,-0.75610,-0.13333,0.06667,3,1,3,2
0.00000,0.00000,0.33333,-0.38865,-0.53846,-0.69811,-0.43791,-0.02857,-0.66667,-0.14286,-0.54737,-0.59233,-0.08176,-0.73684,0.27273,-0.26829,0.20000,0.40000,1,2,2,2
-0.47826,-0.23077,-0.19444,-0.67686,-0.67033,-0.81132,-0.47712,0.02857,-0.66667,-0.22857,-0.49474,-0.62350,-0.11950,-0.34211,-0.90909,-0.80488,-0.66667,-0.80000,2,2,1,2
-0.21739,-0.30769,-0.27778,-0.66812,-0.75824,-0.73585,-0.71242,0.37143,-0.83333,-0.31429,-0.65263,-0.79856,-0.30818,-0.73684,-0.45455,-0.75610,0.00000,0.06667,1,2,2,2
-0.69565,-0.23077,-0.22222,-0.83406,-0.86813,-0.81132,-0.50327,0.14286,-0.66667,-0.17143,-0.58947,-0.65707,-0.15723,-0.42105,-0.36364,-0.31707,-0.80000,-0.80000,2,2,1,2
-0.13043,0.00000,0.25000,-0.43231,-0.58242,-0.73585,-0.49020,0.02857,-0.66667,-0.17143,-0.58947,-0.62830,-0.11950,-0.78947,-1.00000,-0.80488,0.26667,0.53333,1,2,2,2
